3393,45,1245
3360,27,1243
8543,88,1647
2382,46,1177
3859,92,1320
1461,68,1135
377,88,1064
1989,26,1157
6419,91,1480
4847,32,1391
4898,14,1393
8724,95,1674
3581,3,1276
979,92,1104
7864,43,1567
1479,43,1128
2784,12,1200
1221,35,1114
5919,13,1452
3220,27,1226
3723,63,1301
4300,128,1364
5541,1,1435
6324,51,1482
3474,101,1257
2495,109,1189
7607,59,1554
3315,17,1238
6777,59,1503
501,44,1070
1763,94,1147
1260,44,1119
5741,101,1447
4846,45,1394
4681,31,1381
2761,1,1202
1065,35,1107
7106,109,1524
4375,49,1364
3303,103,1236
6990,26,1516
4865,9,1393
2551,92,1188
3736,87,1308
35,7,1010
5846,44,1450
3246,91,1229
5274,1,1515
3385,73,1340
7899,27,1670
8070,58,1683
5997,5,1560
4827,45,1491
2815,89,1303
8505,44,1737
7810,48,1667
3849,54,1418
5491,50,1534
8387,54,1719
5983,80,1560
6565,107,1589
7637,29,1652
1498,5,1232
4043,89,1436
7863,17,1669
6109,45,1566
7518,70,1647
6612,92,1597
4405,117,1461
6367,7,1577
6117,27,1563
3753,54,1406
2975,89,1312
1651,27,1239
4990,7,1497
8257,14,1701
2529,5,1288
3179,9,1322
8488,64,1737
3909,50,1428
2944,92,1310
6844,27,1606
6661,92,1597
5110,1,1507
963,117,1202
4325,122,1460
5362,1,1520
885,50,1202
3544,13,1370
7808,77,1664
2031,27,1259
111,11,1127
5715,53,1546
6415,125,1580
8545,49,1746
7331,54,1634
3958,51,1431
7838,68,1666
3012,113,1316
5214,123,1515
3848,80,1422
5127,24,1507
2098,121,1262
4906,128,1496
1525,30,1230
4995,31,1498
2901,68,1310
2444,29,1283
8216,123,1698
4473,69,1466
3990,29,1435
3383,16,1345
8313,53,1716
2239,59,1273
7858,5,1770
5685,38,1640
3455,107,1453
6479,115,1689
7840,101,1769
3473,26,1453
610,45,1280
4547,85,1573
4063,88,1538
6995,68,1715
692,92,1291
6693,46,1696
7265,123,1730
1234,5,1319
5114,15,1608
490,54,1268
1890,81,1357
6688,82,1695
1068,26,1309
3517,54,1462
6502,82,1685
8777,40,1885
2549,68,1388
8034,70,1781
1125,101,1310
4052,26,1536
5728,89,1648
780,13,1296
3956,45,1534
4838,117,1589
2767,130,1397
6295,128,1680
6647,7,1706
4740,68,1584
5750,52,1642
6328,123,1676
859,59,1300
8678,5,1867
3652,7,1494
597,10,1285
6620,1,1700
5347,46,1619
8078,128,1783
1125,39,1311
3335,51,1435
3090,85,1419
8271,5,1806
4659,96,1578
3661,70,1492
4476,109,1566
8060,102,1784
2035,29,1362
6410,102,1681
1418,29,1329
3610,31,1483
5268,92,1620
865,89,1298
5272,73,1620
4775,32,1587
7479,19,1742
4751,2,1590
6738,63,1701
99,51,1324
7389,115,1839
8241,26,1901
940,54,1402
7813,101,1865
8015,14,1877
4908,130,1693
6759,27,1799
7,130,1289
3359,5,1543
7334,91,1838
193,46,1343
3367,91,1543
5103,18,1705
4582,45,1675
5329,88,1718
1716,38,1443
3761,88,1607
4053,7,1641
761,22,1391
2645,40,1495
1666,130,1442
1675,95,1440
5255,45,1717
1806,63,1446
1529,91,1435
6891,12,1809
4574,50,1673
1812,101,1450
8248,128,1902
4350,33,1662
3033,130,1517
2207,1,1469
344,77,1360
2448,45,1483
306,54,1356
3815,31,1616
4412,81,1662
2333,91,1479
6002,104,1767
6195,45,1770
7714,59,1860
5262,26,1716
4618,58,1681
7189,109,1827
6436,38,1781
414,45,1364
607,52,1380
4423,51,1666
3063,12,1520
3864,45,1620
7409,59,1844
4298,101,1657
7653,94,1852
113,125,1331
6896,10,1808
711,45,1387
6864,59,1807
3993,5,1736
781,14,1491
2705,89,1595
241,50,1449
5152,7,1812
4519,91,1768
2369,9,1576
1601,91,1536
1934,54,1555
8701,13,2069
3734,81,1701
1785,46,1547
1975,14,1558
1115,54,1510
669,92,1485
7258,5,1931
5234,34,1813
162,68,1438
905,97,1499
3312,14,1633
4649,11,1778
3036,91,1618
6426,51,1881
4031,27,1736
2930,32,1613
579,49,1477
6975,128,1912
2034,58,1562
4977,68,1804
2535,113,1585
4536,113,1773
8512,54,2039
8367,91,2015
8465,2,2030
564,85,1482
2376,101,1577
3466,123,1655
7136,68,1927
5512,59,1829
6310,35,1873
5929,14,1853
4729,27,1787
4395,92,1763
6698,26,1899
1407,44,1527
1601,5,1546
6283,78,1872
7033,10,1918
3410,14,1647
6030,31,1858
75,97,1420
5566,59,1834
1282,35,1517
3314,35,1633
3156,70,1622
7446,101,1942
1429,54,1527
3298,26,1634
1459,97,1531
2120,92,1566
1560,9,1533
7658,78,1956
8499,101,2036
